smiles
O=O
OO
N#N
N
NN
[N-]=[N+]=O
NO
[H+].[F-]
ClCl
[H+].[Br-]
II
S
O=[S]=O
O[S](O)(=O)=O
F[S](F)(F)(F)(F)F
OB(O)O
[Se]
[Hg]
C
CC
CCC
CCCC
CC(C)C
CCCCC
CCC(C)C
CC(C)(C)C
CCCCCC
CCCC(C)C
CCC(C)CC
CCC(C)(C)C
CC(C)C(C)C
CCCCCCC
CCCCC(C)C
CCCC(C)CC
CCCC(C)(C)C
CCC(C)C(C)C
CC(C)CC(C)C
CCC(C)(C)CC
CC(C)C(C)(C)C
CCCCCCCC
CCCCCC(C)C
CCCCC(C)CC
CCCCC(C)(C)C
CCC(C)C(C)(C)C
CC(C)CC(C)(C)C
CC(C)C(C)C(C)C
CC(C)(C)C(C)(C)C
CCCCCCCCC
CCCCC(C)CCC
CC(C)CCC(C)(C)C
CCCCCCCCCC
CCCCC(C)(C)CCC
CCCCCCCCCCC
CCCCCCCCCCCC
CCCCCCCCCCCCC
CCCCCCCCCCCCCC
CCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
C1CCCC1
C1CCCCC1
C1CCCCCC1
C1CCCCCCC1
CC1CCCC1
CC1CCCCC1
CCC1CCCCC1
C/C1CCCCC1\C
C[C@H]1CCCC[C@H]1C
C[C@H]1CCCC[C@@H]1C
CC1CCC(C)CC1
CC1CCC(C)(C)C1
CC1CCCC(C)(C)C1
CCCC1CCCC1
CCCCCC1CCCC1
C1CCC\C=C/CC1
C1CCC2CCCCC2C1
C1CCCCCCCCCCC1
C=C
CC=C
CCC=C
C\C=C/C
C\C=C\C
CC(C)=C
CCCC=C
CCC=CC
CC\C=C/C
CC\C=C\C
CCC(C)=C
CC=C(C)C
CC(C)C=C
CCCCC=C
CCCC(C)=C
CC(C)CC=C
CCCCCC=C
CCCCC=CC
CCCC\C=C\C
CCCCCCC=C
CC(=C)CC(C)(C)C
CCCCCCCC=C
CCCCCCCCC=C
C=CC=C
CC(=C)C=C
C=CCC=C
C=CCCC=C
CC(=C)C(C)=C
C=CCCCC=C
C1CC=CC1
C1CCC=CC1
C1CCC=CCC1
CC1=CCCCC1
C1C=CC=C1
C1C=CCC=C1
C1C=CC=CC=C1
C\1C\C=C/CC\C=C1
C=CC1CCC=CC1
C1C=CC2C3CC(C=C3)C12
C#C
CC#C
CCC#C
CCCC#C
CCCCC#C
CCC#CCC
CCCCCC#C
CCCCCCC#C
CCCCCCCC#C
C=CC#C
C#CC#C
c1ccccc1
Cc1ccccc1
Cc1ccccc1C
Cc1cccc(C)c1
Cc1ccc(C)cc1
Cc1cccc(C)c1C
c1cc(C)cc(C)c1C
Cc1cc(C)cc(C)c1
CC1=CC(=C(C)C=C1C)C
c1ccccc1CC
CCc1ccccc1CC
CCc1cccc(CC)c1
c1cc(CC)ccc1CC
CCCc1ccccc1
CC(C)c1ccccc1
CCc1ccccc1C
CCc1ccc(C)cc1
CCCCc1ccccc1
CCC(C)c1ccccc1
CC(C)Cc1ccccc1
CC(C)(C)c1ccccc1
CC(C)c1ccccc1C
CC(C)c1cccc(C)c1
c1cc(C)ccc1C(C)C
Cc1ccc(cc1)C(C)(C)C
CCCCCc1ccccc1
Cc1cc(C)c(C)c(C)c1C
CCC(C)(C)c1ccccc1
CCCCCCc1ccccc1
CC1=C(C)C(=C(C)C(=C1C)C)C
CC(C)c1ccccc1C(C)C
CCCCCCCc1ccccc1
CCCCCCCCc1ccccc1
CCCCCCCCCCc1ccccc1
C=Cc1ccccc1
Cc1cccc(C=C)c1
Cc1ccc(C=C)cc1
CC(=C)c1ccccc1
C#Cc1ccccc1
CC1CCC(CC1)C(C)C
CC1=CCC2CC1C2(C)C
CC1(C)C2CCC(=C)C1C2
CC(C)C1=CCC(=CC1)C
CC(=C)C1CCC(=CC1)C
CC(=C)[C@@H]1CCC(=CC1)C
CC1=CCC2C(C1)C2(C)C
CC(C)=CCCC(=C)C=C
CC(C)=C1CCC(=CC1)C
CC(C)=CC\C=C(/C)C=C
CC1(C)C2CCC(C2)C1=C
C1=CC=C(C=C1)C2=CC=CC=C2
Cc1ccc(cc1)c2ccccc2
c1ccccc1Cc2ccccc2
C(Cc1ccccc1)c2ccccc2
c1ccc(cc1)c2ccccc2c3ccccc3
c1ccc(cc1)c2cccc(c2)c3ccccc3
c1ccc(cc1)c2ccc(cc2)c3ccccc3
C\C=C1/CC2CC1C=C2
c1ccc2ccccc2c1
Cc1cccc2ccccc12
Cc1ccc2ccccc2c1
CCc1cccc2ccccc12
CCc1ccc2ccccc2c1
Cc1cc(C)c2ccccc2c1
Cc1ccc(C)c2ccccc12
c1ccc2c(C)cccc2c1C
Cc1c(C)cc2ccccc2c1
Cc1ccc2cc(C)ccc2c1
CC1=CC=C(C)C2=C1C=CC=C2C
CC(C)c1ccc2ccccc2c1
CC(C)c1ccc2ccccc2c1C(C)C
c1ccc(cc1)\C=C\c2ccccc2
c1ccc2cccc3c2c1CC3
c1cc2cccc3C=Cc(c1)c23
c1ccc2c(c1)ccc3ccccc23
Cc1cccc2c1ccc3ccccc23
C1Cc2ccccc2c3ccccc13
c(c(c(c1ccc2)c2)ccc3)(c3)C1
C1c2ccccc2c3ccc4ccccc4c13
c1ccc2cc3ccccc3cc2c1
c(c(c(c(c1ccc2)c2)C)ccc3)(c3)c1
Cc1c2ccccc2c(C)c3ccccc13
c1cc2ccc3cccc4ccc(c1)c2c34
c1ccc2c(c1)ccc3c4ccccc4ccc23
c(c(cc(c1ccc2)c2)cc(c3ccc4)c4)(c1)c3
c1ccc2c(c1)c3ccccc3c4ccccc24
C1=CC2=C(C=C1)C3=C4C(=CC=C3)C=CC=C24
c1ccc2cc3c(ccc4ccccc34)cc2c1
Cc1c2ccccc2cc3c4ccccc4ccc13
Cc1ccc2cc3ccc4ccccc4c3cc2c1
Cc1c2ccccc2cc3ccc4ccccc4c13
CC1=C2C=CC3=C(C=CC=C3)C2=C(C)C4=C1C=CC=C4
Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25
c1ccc2c(c1)cc3c4ccccc4c5cccc2c35
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34
C1=CC2=C3C(=C1)C=CC=C3C4=CC=CC5=CC=CC2=C45
c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23
c1ccc2c(c1)c3ccc4ccc5cccc6cc2c3c4c56
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
